cliente_id," caja_concepto_id"," cuenta_contable_id"," cuenta_recargo_id"," fecha_pago"," monto"," inicial_bnd"," pagado_bnd"," plan_pago_ln_id"," usu_alta_id"," usu_mod_id"," created_at"," update_at"," deleted_at"," combinacion_cliente_id"," caja_id"
71423,10647,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,8866,0
71424,23005,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11098,0
71425,23802,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11201,0
71426,24433,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11387,0
71427,26196,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11547,0
71428,26321,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11575,0
71429,26105,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11859,0
71430,23512,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11862,0
71431,23457,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11865,0
71432,23342,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11890,0
71433,26027,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11891,0
71434,23662,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11893,0
71435,24004,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11894,0
71436,22977,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11895,0
71437,22870,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11898,0
71438,24597,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11901,0
71439,26276,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11902,0
71440,22755,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11903,0
71441,24243,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11904,0
71442,23159,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11905,0
71443,27639,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11915,0
71444,27640,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11916,0
71445,27641,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11917,0
71446,27643,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,11919,0
71447,29042,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12113,0
71448,29061,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12123,0
71449,23999,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12586,0
71450,23106,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12592,0
71451,22968,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12594,0
71452,23851,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12596,0
71453,24363,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12598,0
71454,21159,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12601,0
71455,23991,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12603,0
71456,24160,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12609,0
71457,23838,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12621,0
71458,25997,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12622,0
71459,22971,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12624,0
71460,23134,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12625,0
71461,22732,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12627,0
71462,23909,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12628,0
71463,26072,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12629,0
71464,26214,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12630,0
71465,23752,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12631,0
71466,26088,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12632,0
71467,21689,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12634,0
71468,26217,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12640,0
71469,23755,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12641,0
71470,23840,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12642,0
71471,21403,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12643,0
71472,23756,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12644,0
71473,24245,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12778,0
71474,24617,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12779,0
71475,24128,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12780,0
71476,24615,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12781,0
71477,23203,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12782,0
71478,26078,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12783,0
71479,26258,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12784,0
71480,26147,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12894,0
71481,24043,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12895,0
71482,23619,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12898,0
71483,24643,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12899,0
71484,25979,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12900,0
71485,24041,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12902,0
71486,23091,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12944,0
71487,23190,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12949,0
71488,24378,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12953,0
71489,29029,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12954,0
71490,29051,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12955,0
71491,28876,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,12956,0
71492,26075,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,13058,0
71493,26076,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,13060,0
71494,24647,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,13061,0
71495,23452,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,13062,0
71496,26094,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,13063,0
71497,29735,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,13158,0
71498,23229,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,13159,0
71499,8703,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,13160,0
71500,24273,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,13207,0
71501,22237,46,0,0,2019-06-01,200,1,0,1808,1,1,NULL,NULL,NULL,13619,0
71502,9614,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,8717,0
71503,12401,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,9083,0
71504,19736,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,10129,0
71505,20343,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,10265,0
71506,21156,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,10504,0
71507,21748,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,10657,0
71508,21950,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,10738,0
71509,22016,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,10748,0
71510,22161,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,10814,0
71511,20638,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,11892,0
71512,19808,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,11897,0
71513,18076,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12408,0
71514,21571,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12414,0
71515,25251,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12417,0
71516,25247,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12418,0
71517,25250,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12419,0
71518,25248,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12421,0
71519,25512,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12448,0
71520,18878,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12449,0
71521,25514,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12450,0
71522,14770,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12451,0
71523,22289,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12452,0
71524,18516,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12453,0
71525,22358,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12454,0
71526,19116,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12455,0
71527,19208,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12456,0
71528,20924,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12457,0
71529,19797,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12458,0
71530,25520,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12459,0
71531,25524,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12460,0
71532,21433,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12461,0
71533,18921,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12462,0
71534,22175,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12463,0
71535,25532,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12464,0
71536,21830,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12465,0
71537,14564,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12467,0
71538,15467,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12468,0
71539,22290,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12470,0
71540,18981,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12471,0
71541,18197,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12472,0
71542,19676,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12473,0
71543,25529,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12475,0
71544,25533,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12477,0
71545,21150,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12478,0
71546,21690,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12480,0
71547,15247,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12481,0
71548,21152,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12482,0
71549,25506,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12483,0
71550,20644,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12484,0
71551,18434,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12486,0
71552,25525,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12491,0
71553,21826,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12492,0
71554,25527,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12496,0
71555,22544,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12499,0
71556,20925,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12500,0
71557,20215,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12506,0
71558,21261,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12509,0
71559,25501,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12511,0
71560,17249,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12513,0
71561,20927,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12514,0
71562,25516,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12517,0
71563,22058,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12519,0
71564,21695,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12520,0
71565,19186,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12522,0
71566,21221,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12523,0
71567,16687,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12533,0
71568,25584,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12537,0
71569,21259,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12540,0
71570,22598,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12544,0
71571,21864,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12546,0
71572,21876,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12549,0
71573,21371,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12552,0
71574,21179,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12716,0
71575,21176,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12720,0
71576,25916,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12721,0
71577,10967,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12725,0
71578,25918,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12726,0
71579,25919,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12727,0
71580,25943,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12728,0
71581,19246,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12733,0
71582,25332,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12734,0
71583,25333,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12736,0
71584,25920,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12737,0
71585,22287,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12739,0
71586,22321,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12740,0
71587,21213,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12741,0
71588,19245,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12743,0
71589,25944,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12745,0
71590,21421,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12746,0
71591,21164,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12748,0
71592,21258,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12754,0
71593,20208,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12756,0
71594,22148,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12758,0
71595,25334,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12759,0
71596,20206,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12760,0
71597,21277,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12761,0
71598,19100,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12773,0
71599,21110,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12774,0
71600,19247,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12776,0
71601,25355,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12777,0
71602,25922,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12818,0
71603,25921,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12819,0
71604,25950,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12820,0
71605,21632,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12823,0
71606,21174,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12825,0
71607,25923,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12827,0
71608,25924,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12828,0
71609,25925,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12829,0
71610,25926,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12831,0
71611,25914,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12833,0
71612,25915,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12834,0
71613,25927,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12837,0
71614,21186,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12839,0
71615,21634,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12841,0
71616,21175,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12842,0
71617,21158,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12843,0
71618,21102,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12876,0
71619,25331,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12885,0
71620,21101,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12887,0
71621,25328,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12889,0
71622,21431,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12890,0
71623,19832,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12891,0
71624,25354,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12892,0
71625,19833,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12893,0
71626,19248,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12896,0
71627,25327,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12897,0
71628,21312,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12991,0
71629,22310,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12994,0
71630,22038,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12997,0
71631,22392,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12998,0
71632,21315,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,12999,0
71633,19569,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13000,0
71634,25619,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13001,0
71635,21820,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13002,0
71636,19372,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13003,0
71637,18224,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13023,0
71638,20564,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13025,0
71639,18222,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13037,0
71640,10361,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13051,0
71641,24918,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13059,0
71642,17316,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13064,0
71643,24914,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13067,0
71644,11457,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13071,0
71645,15177,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13076,0
71646,24925,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13078,0
71647,12590,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13080,0
71648,24927,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13083,0
71649,20743,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13087,0
71650,29734,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13155,0
71651,29737,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13163,0
71652,21728,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13165,0
71653,21405,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13166,0
71654,19120,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13167,0
71655,8729,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13168,0
71656,18889,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13169,0
71657,21735,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13171,0
71658,21591,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13172,0
71659,20272,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13173,0
71660,19170,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13174,0
71661,29739,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13175,0
71662,15013,46,0,0,2019-06-01,200,1,0,1817,1,1,NULL,NULL,NULL,13203,0
